filing_date,document_score,mean_chunk_score,median_chunk_score,num_chunks,symbol,token_count,pos_rate,neg_rate,lmmd_net,market_cap,ln_market_cap,open,high,low,close,adj_close,volume,ret,vol_20_11,vol_60_11,vol_120_11,volatility,ln_volatility,polarity_conflict,same_sign_nonzero,sent_disagreement_raw,sent_disagreement_abs,document_score_z,lmmd_net_z,sent_disagreement_z,sent_disagreement_abs_z,gpt_valid,document_sent_class,lmmd_sent_class,polarity_conflict_thresh,same_polarity_thresh,either_neutral_thresh
2018-03-28,0.0,0.0,0.0,0,2502.T,1956,0.016359918200409,0.0040899795501022,0.0122699386503067,886088934677.1239,27.5100831602534,1838.0,1846.3333740234373,1816.0,1832.3333740234373,1507.9232177734375,3693300.0,-0.0123965039228612,0.0137068759856996,0.0173195534612678,0.0147430901707572,0.0173195534612678,-4.055919157862199,0,0,0.0122699386503067,0.0122699386503067,-0.5272407128254694,1.8259913605255644,2.353232073351034,2.353232073351034,0,neutral,positive,0,0,1
2018-03-28,0.0,0.0,0.0,0,3436.T,1512,0.0085978835978835,0.0138888888888888,-0.0052910052910052,712168054857.0,27.29157975260972,2845.0,2853.0,2732.0,2763.0,2269.300537109375,9287800.0,-0.0540911156733375,0.0285613846481289,0.0271666783006937,0.0291150508037423,0.0271666783006937,-3.6057641191571275,0,0,-0.0052910052910052,0.0052910052910052,-0.5272407128254694,-1.3683004989382224,-0.841059786112753,0.841059786112753,0,neutral,negative,0,0,1
2018-03-28,0.0,0.0,0.0,0,3659.T,1468,0.0136239782016348,0.0068119891008174,0.0068119891008174,783787912000.0,27.38740430029141,1730.0,1785.0,1729.0,1784.0,1721.2811279296875,2857100.0,-0.0317503413932138,0.0204106118057886,0.0253805182845176,0.0218404274115407,0.0253805182845176,-3.6737733959226198,0,0,0.0068119891008174,0.0068119891008174,-0.5272407128254694,0.833203964041496,1.3604446768669654,1.3604446768669654,0,neutral,positive,0,0,1
2018-03-28,0.0,0.0,0.0,0,8804.T,477,0.010482180293501,0.0020964360587002,0.0083857442348008,681635130432.0,27.24776035226008,1593.0,1598.0,1558.0,1574.0,1204.13671875,1285400.0,-0.0193149741280295,0.0162390321896024,0.0150679669021015,0.0137743074481018,0.0150679669021015,-4.1951841857235435,0,0,0.0083857442348008,0.0083857442348008,-0.5272407128254694,1.1194660938035808,1.6467068066290502,1.6467068066290502,0,neutral,positive,0,0,1
2018-03-29,0.0,0.0,0.0,0,2503.T,1378,0.013788098693759,0.0065312046444121,0.0072568940493468,2715027500000.0,28.629823198176595,2820.5,2827.0,2771.5,2813.5,2210.610595703125,3983400.0,0.0155209486655409,0.0194483158869081,0.0178265781017137,0.0148500147752051,0.0178265781017137,-4.02706478354513,0,0,0.0072568940493468,0.0072568940493468,-0.5272407128254694,0.9141310634088236,1.441371776234293,1.441371776234293,0,neutral,positive,0,0,1
2018-03-29,0.0,0.0,0.0,0,4004.T,980,0.0091836734693877,0.0122448979591836,-0.0030612244897959,6534898245000.0,29.508177892110744,4450.0,4485.0,4275.0,4365.0,3520.33935546875,1442800.0,-0.0135592158227747,0.0312680935680661,0.0274911575374995,0.0261264807791361,0.0274911575374995,-3.5938908701069243,0,0,-0.0030612244897959,0.0030612244897959,-0.5272407128254694,-0.9627089381716198,-0.4354682253461505,0.4354682253461505,0,neutral,neutral,0,0,1
2018-03-29,0.0,0.0,0.0,0,4324.T,2832,0.0134180790960451,0.0084745762711864,0.0049435028248587,1341106500000.0,27.92451613541914,4615.0,4665.0,4600.0,4650.0,3792.730224609375,1113400.0,0.0197368511741069,0.0201348808505225,0.0167048824099509,0.0150317396699129,0.0167048824099509,-4.092054242410949,0,0,0.0049435028248587,0.0049435028248587,-0.5272407128254694,0.4933309753934382,1.0205716882189075,1.0205716882189075,0,neutral,positive,0,0,1
2018-03-29,0.0,0.0,0.0,0,4755.T,1513,0.0165234633179114,0.0132187706543291,0.0033046926635822,1155467697519.5618,27.775526310856467,885.0999755859375,888.7000122070312,864.5,872.7999877929688,853.1331787109375,13651200.0,-0.0257841060810126,0.0194502281388426,0.0171560312256889,0.0159336798615606,0.0171560312256889,-4.065405492226053,0,0,0.0033046926635822,0.0033046926635822,-0.5272407128254694,0.19523549858611408,0.7224762114115835,0.7224762114115835,0,neutral,neutral,0,0,1
2018-03-29,0.0,0.0,0.0,0,5101.T,408,0.017156862745098,0.0,0.017156862745098,833883532000.0,27.44935957967311,2458.0,2483.0,2413.0,2434.0,1900.302978515625,524200.0,0.003711608903735,0.0198569158093368,0.0164345932509072,0.0163083238654329,0.0164345932509072,-4.108366821128272,0,0,0.017156862745098,0.017156862745098,-0.5272407128254694,2.7149106524484967,3.242151365273966,3.242151365273966,0,neutral,positive,0,0,1
2018-03-29,0.0,0.0,0.0,0,5201.T,874,0.011441647597254,0.0011441647597254,0.0102974828375286,5215568475000.0,29.28266920611056,4440.0,4485.0,4345.0,4395.0,3176.98779296875,1079900.0,0.0316902273851273,0.0140865696314914,0.0165670275382878,0.0153620292914434,0.0165670275382878,-4.10034085178967,0,0,0.0102974828375286,0.0102974828375286,-0.5272407128254694,1.4672065727051882,1.9944472855306574,1.9944472855306574,0,neutral,positive,0,0,1
2018-03-29,0.0,0.0,0.0,0,5301.T,1048,0.0085877862595419,0.0085877862595419,0.0,348436868096.0,26.576722897497163,1564.0,1585.0,1529.0,1549.0,1232.537109375,3465700.0,0.0064974621110964,0.0317189103075513,0.037582315560892,0.0373944799461976,0.037582315560892,-3.2812216700538652,0,0,0.0,0.0,-0.5272407128254694,-0.405879846271693,0.12136086655377637,0.12136086655377637,0,neutral,neutral,0,0,1
2018-03-29,0.0,0.0,0.0,0,6361.T,2105,0.0076009501187648,0.0147268408551068,-0.007125890736342,346978028000.0,26.57252729500376,750.0,755.0,740.0,746.0,612.1963500976562,2240500.0,0.0,0.0245678428450835,0.0206570370005295,0.0196679272818984,0.0206570370005295,-3.8796992427816113,0,0,-0.007125890736342,0.007125890736342,-0.5272407128254694,-1.702061580385537,-1.1748208675600678,1.1748208675600678,0,neutral,negative,0,0,1
2018-03-29,0.0,0.0,0.0,0,6723.T,3537,0.0042408821034775,0.010178117048346,-0.0059372349448685,438397324000.0,26.806391468546988,1059.0,1061.0,1035.0,1051.0,1011.9019775390624,4570800.0,-0.0047348179005316,0.0265280261163757,0.0214245418531355,0.0207345545989445,0.0214245418531355,-3.8432181984778975,0,0,-0.0059372349448685,0.0059372349448685,-0.5272407128254694,-1.4858480595692616,-0.9586073467437922,0.9586073467437922,0,neutral,negative,0,0,1
2018-03-29,0.0,0.0,0.0,0,7751.T,10311,0.0075647366889729,0.0063039472408107,0.0012607894481621,5134989336400.0,29.26709888265648,3880.0,3897.0,3825.0,3850.0,2794.9130859375,3603300.0,0.0,0.0127704847620585,0.0123102305731175,0.0101817696499062,0.0123102305731175,-4.397324608407372,0,0,0.0012607894481621,0.0012607894481621,-0.5272407128254694,-0.17654539339596834,0.35069531942950105,0.35069531942950105,0,neutral,neutral,0,0,1
2018-03-30,0.0,0.0,0.0,0,2501.T,5747,0.0132242909344005,0.0093962067165477,0.0038280842178527,244262020000.0,26.22150733853152,622.0,625.0,617.0,620.0,554.9539794921875,946000.0,0.0032364437780989,0.0144986323467156,0.0136115226462757,0.0140611194661458,0.0136115226462757,-4.296838591554068,0,0,0.0038280842178527,0.0038280842178527,-0.5272407128254694,0.29043911558447566,0.817679828409945,0.817679828409945,0,neutral,neutral,0,0,1
2018-03-30,0.0,0.0,0.0,0,4578.T,1725,0.0092753623188405,0.0127536231884057,-0.0034782608695652,2972706002993.0,28.720493766051305,5328.0,5339.0,5255.0,5329.0,4524.00390625,968100.0,0.0068014703285572,0.0168624830177663,0.016059895989765,0.0137214865496556,0.016059895989765,-4.131430046837855,0,0,-0.0034782608695652,0.0034782608695652,-0.5272407128254694,-1.0385668144594367,-0.5113261016339673,0.5113261016339673,0,neutral,neutral,0,0,1
2018-03-30,0.0,0.0,0.0,0,5214.T,1579,0.0101329955668144,0.0094996833438885,0.0006333122229259,1572467299440.0,28.0836670300361,3085.0,3195.0,3085.0,3160.0,2283.314697265625,689700.0,0.0394736154764634,0.0184262182953989,0.0232911838614153,0.0189682819217549,0.0232911838614153,-3.759680365058936,0,0,0.0006333122229259,0.0006333122229259,-0.5272407128254694,-0.2906819340779144,0.236558778747555,0.236558778747555,0,neutral,neutral,0,0,1
2018-04-27,0.0,0.0,0.0,0,1928.T,793,0.008827238335435,0.0050441361916771,0.0037831021437578,1376881183851.0,27.95084204571472,1990.0,2005.0,1977.0,2004.5,1443.3961181640625,2570500.0,0.0088072156546104,0.0121047078464327,0.0155683918890767,0.0128449589877404,0.0155683918890767,-4.162512581124284,0,0,0.0037831021437578,0.0037831021437578,-0.5272407128254694,0.28225698861092974,0.8094977014363991,0.8094977014363991,0,neutral,neutral,0,0,1
2018-05-18,0.0,0.0,0.0,0,9843.T,1583,0.0063171193935565,0.0088439671509791,-0.0025268477574226,211720467600.0,26.078532692511125,3701.0,3719.0,3673.0,3700.0,3494.13916015625,1147000.0,-0.0075107997044722,0.0140296341009174,0.0141022691841282,0.0158765012392363,0.0141022691841282,-4.261419559502117,0,0,-0.0025268477574226,0.0025268477574226,-0.5272407128254694,-0.8655071447024602,-0.3382664318769908,0.3382664318769908,0,neutral,neutral,0,0,1
2018-05-24,0.0,0.0,0.0,0,7453.T,952,0.0052521008403361,0.0063025210084033,-0.0010504201680672,51803910000.0,24.670731465988663,1855.0,1865.0,1832.5,1845.0,1608.68359375,3198000.0,-0.0067294661740388,0.0195386835567957,0.0177672500259635,0.0169366506235514,0.0177672500259635,-4.030398402535489,0,0,-0.0010504201680672,0.0010504201680672,-0.5272407128254694,-0.5969486523157819,-0.06970793949031251,0.06970793949031251,0,neutral,neutral,0,0,1
2018-05-24,0.0,0.0,0.0,0,8233.T,911,0.0120746432491767,0.0065861690450054,0.0054884742041712,301052570000.0,26.43055073760834,919.0,921.0,906.0,910.0,777.9873046875,1272000.0,-0.0087145561169523,0.0077364505682833,0.0155181603182681,0.0146682075457293,0.0155181603182681,-4.1657443074471,0,0,0.0054884742041712,0.0054884742041712,-0.5272407128254694,0.5924599086897552,1.1197006215152245,1.1197006215152245,0,neutral,positive,0,0,1
2018-05-24,0.0,0.0,0.0,0,8267.T,1561,0.0172966047405509,0.0051249199231262,0.0121716848174247,609264036780.0293,27.13551756862831,722.6666870117188,725.5,718.3333129882812,719.8333129882812,646.591552734375,5309700.0,-0.0025405014227825,0.0125255195489039,0.0127768953218488,0.0123694467425324,0.0127768953218488,-4.360116792108335,0,0,0.0121716848174247,0.0121716848174247,-0.5272407128254694,1.8081192336293697,2.335359946454839,2.335359946454839,0,neutral,positive,0,0,1
2018-05-25,0.0,0.0,0.0,0,3382.T,4550,0.0114285714285714,0.0079120879120879,0.0035164835164835,1448150683491.5835,28.00130846766267,1635.6666259765625,1645.0,1629.6666259765625,1633.6666259765625,1376.8057861328125,5610600.0,0.0084362754749054,0.0060608804136183,0.0098193638384151,0.0094400285261591,0.0098193638384151,-4.6233989409530105,0,0,0.0035164835164835,0.0035164835164835,-0.5272407128254694,0.23375972596206995,0.7610004387875393,0.7610004387875393,0,neutral,neutral,0,0,1
2018-05-28,0.0,0.0,0.0,0,3086.T,1402,0.0192582025677603,0.0028530670470756,0.0164051355206847,928764784096.0,27.557121351124632,1733.0,1736.0,1717.0,1732.0,1393.662109375,659100.0,-0.0005766200401331,0.0093055863520343,0.0177004411476977,0.0179321398308628,0.0177004411476977,-4.0341657161142015,0,0,0.0164051355206847,0.0164051355206847,-0.5272407128254694,2.578173347124503,3.105414059949972,3.105414059949972,0,neutral,positive,0,0,1
2018-05-30,0.0,0.0,0.0,0,6506.T,930,0.0043010752688172,0.0021505376344086,0.0021505376344086,1095116540000.0,27.72188190275757,4335.0,4370.0,4310.0,4340.0,3916.919677734375,2682700.0,-0.0214202770302885,0.0129316623809738,0.021147705999592,0.0218763606690773,0.021147705999592,-3.856223842748692,0,0,0.0021505376344086,0.0021505376344086,-0.5272407128254694,-0.014702419704000503,0.5125382931214688,0.5125382931214688,0,neutral,neutral,0,0,1
2018-05-30,0.0,0.0,0.0,0,9602.T,1690,0.0047337278106508,0.0183431952662721,-0.0136094674556213,140042059053.0,25.665208636245264,740.0,747.0,739.0,741.0,649.0943603515625,2046000.0,-0.0172414000229361,0.0125084485006287,0.0139607544235344,0.0141345150534329,0.0139607544235344,-4.2715051413076575,0,0,-0.0136094674556213,0.0136094674556213,-0.5272407128254694,-2.881407998426412,-2.354167285600943,2.354167285600943,0,neutral,negative,0,0,1
2018-05-31,0.0,0.0,0.0,0,6532.T,1574,0.0108005082592121,0.0114358322744599,-0.0006353240152477,288042500.0,19.47861859665737,403.0,425.0,403.0,420.5,381.888671875,3751000.0,0.0357142118158573,0.0276792211225837,0.0299985502675398,0.0319165072331146,0.0299985502675398,-3.5066062229029837,0,0,-0.0006353240152477,0.0006353240152477,-0.5272407128254694,-0.5214436984660737,0.005797014359395614,0.005797014359395614,0,neutral,neutral,0,0,1
2018-06-08,0.5,0.325,0.5,4,7741.T,3808,0.0112920168067226,0.0055147058823529,0.0057773109243697,2828480664040.0,28.67076081558817,6479.0,6582.0,6478.0,6502.0,6087.42333984375,1694700.0,0.008687612700245,0.0146667670367517,0.0160394866737991,0.0162886287248724,0.0160394866737991,-4.132701679936227,0,1,-0.4942226890756303,0.4942226890756303,0.8680038456546284,0.6449985869708135,-0.22300525868381493,0.22300525868381493,1,positive,positive,0,1,0
2018-06-13,0.8,0.8333333333333334,1.0,3,8697.T,2836,0.0130465444287729,0.0133991537376586,-0.0003526093088857,296497314000.0,26.415303996321235,1067.5,1088.5,1058.5,1080.0,872.9700317382812,2953800.0,0.0203117988929955,0.0135610880791116,0.0126883358915484,0.0148126358099379,0.0126883358915484,-4.36707214127262,1,0,-0.8003526093088857,0.8003526093088857,1.7051505807426872,-0.47001859921737316,-2.1751691799600605,2.1751691799600605,1,positive,neutral,0,0,1
2018-06-14,0.0,0.0,0.0,0,6861.T,355,0.0140845070422535,0.0,0.0140845070422535,1995792825000.0,28.32206249334056,33620.0,33750.0,32825.0,32825.0,31667.923828125,577400.0,-0.0262532443006997,0.0084309945285727,0.0140183777778615,0.0155924196821339,0.0140183777778615,-4.267386111783507,0,0,0.0140845070422535,0.0140845070422535,-0.5272407128254694,2.1560568206857287,2.683297533511198,2.683297533511198,0,neutral,positive,0,0,1
2018-06-15,-0.25,-0.125,-0.1,4,4503.T,4017,0.0097087378640776,0.0097087378640776,0.0,807912352000.0,27.41771941433612,1745.0,1770.0,1744.0,1768.0,1395.4599609375,12424400.0,0.0160920835695066,0.0093678633592276,0.0124705488190119,0.0126607409997747,0.0124705488190119,-4.384385509110948,0,0,0.25,0.25,-1.2248629920655183,-0.405879846271693,0.8189831457938253,0.8189831457938253,1,negative,neutral,0,0,1
2018-06-18,0.1,0.04,0.0,5,3099.T,4059,0.0115792067011579,0.0091155457009115,0.0024636610002463,557949897000.0,27.04753500497375,1425.0,1428.0,1405.0,1413.0,1265.3905029296875,1193900.0,-0.00842108666502,0.0227224387841951,0.0165847404118738,0.0163424892769836,0.0165847404118738,-4.0992722586879005,0,1,-0.09753633899975371,0.09753633899975371,-0.24819180112944975,0.042253938783671195,0.29044573991312095,0.29044573991312095,1,neutral,neutral,0,0,1
2018-06-18,0.1,0.075,0.05,4,4568.T,3677,0.0127821593690508,0.007886864291542,0.0048952950775088,948893083849.7314,27.578561967301955,1338.3333740234375,1350.0,1330.6666259765625,1338.3333740234375,1227.4886474609375,4229100.0,-0.0004976843315613,0.0260074533856914,0.0210085120040875,0.0198236431069444,0.0210085120040875,-3.862827589856181,0,1,-0.0951047049224912,0.0951047049224912,-0.24819180112944975,0.48456210650817194,0.7327539076376217,0.7327539076376217,1,neutral,positive,0,0,1
2018-06-18,0.3,0.2857142857142857,0.3,7,4689.T,2171,0.0175034546292031,0.00322432058959,0.014279134039613,2124197700000.0,28.384415294072696,379.0,380.0,372.0,373.0,330.2580261230469,15624900.0,-0.020997287949818,0.0132475212651229,0.0219511513787886,0.018798008631567,0.0219511513787886,-3.818935686222137,0,1,-0.285720865960387,0.285720865960387,0.30990602226258934,2.1914589855907027,1.8815529633281134,1.8815529633281134,1,positive,positive,0,1,0
2018-06-18,0.5,0.4555555555555555,0.5,9,6301.T,7986,0.0070122714750813,0.005885299273729,0.0011269722013523,3205986930000.0,28.79604109337647,3300.0,3313.0,3256.0,3261.0,2467.572998046875,5996200.0,-0.0389035116913742,0.0130038651621157,0.0189794740869981,0.0191266379118769,0.0189794740869981,-3.964397194983087,0,1,-0.4988730277986477,0.4988730277986477,0.8680038456546284,-0.20088641649637395,-1.0688902621510024,1.0688902621510024,1,positive,neutral,0,0,1
2018-06-18,0.4,0.32,0.3,5,7832.T,3891,0.0123361603700848,0.001799023387304,0.0105371369827807,344469990966.7969,26.56527281465613,1545.0,1558.3333740234375,1535.0,1551.6666259765625,1332.2938232421875,2279100.0,0.0075758240169554,0.0222899272152039,0.0175012753849715,0.0188641446328701,0.0175012753849715,-4.0454815215669955,0,1,-0.38946286301721933,0.38946286301721933,0.588954933958609,1.5107990633949766,0.9218441294363676,0.9218441294363676,1,positive,positive,0,1,0
2018-06-19,0.4,0.38,0.4,5,2768.T,4533,0.0116920361791308,0.0070593425987204,0.0046326935804103,2565573977050.0,28.573203342246945,2045.0,2095.0,2040.0,2050.0,1459.9085693359375,3240860.0,0.0024451822608781,0.0133552828557638,0.0157584006617453,0.0156690875074925,0.0157584006617453,-4.150381680555659,0,1,-0.3953673064195897,0.3953673064195897,0.588954933958609,0.43679554980893814,-0.15215938414967084,0.15215938414967084,1,positive,positive,0,1,0
2018-06-19,0.5,0.4285714285714285,0.4,7,4506.T,6267,0.0129248444231689,0.0090952608903781,0.0038295835327908,930290200000.0,27.55876241742917,2369.0,2410.0,2338.0,2338.0,2145.088134765625,1353000.0,-0.0139181683751022,0.0241434172669906,0.0180715872941204,0.020639919028271,0.0180715872941204,-4.0134143368345905,0,1,-0.4961704164672092,0.4961704164672092,0.8680038456546284,0.29071183722845734,-0.577292008426171,0.577292008426171,1,positive,neutral,0,0,1
2018-06-19,0.1,0.0181818181818181,0.0,22,6758.T,21328,0.0061890472618154,0.0133158289572393,-0.0071267816954238,1108644078588.8672,27.7341588337306,1063.0,1081.199951171875,1060.4000244140625,1061.199951171875,1012.6058959960938,23370000.0,-0.00988991990035,0.0142234466282148,0.0156706646077852,0.0162283176697972,0.0156706646077852,-4.155964810764068,1,0,-0.1071267816954238,0.1071267816954238,-0.24819180112944975,-1.702223643618107,-1.4540318424886574,1.4540318424886574,1,neutral,negative,0,0,1
2018-06-19,0.9,0.8571428571428571,1.0,7,8035.T,4089,0.0100269014428955,0.0017119100024455,0.0083149914404499,1117072850000.0,27.741732853226434,6246.66650390625,6300.0,6133.33349609375,6185.0,5019.912109375,4065000.0,-0.0093433610757175,0.0138588850628288,0.0196379363386079,0.020296704563392,0.0196379363386079,-3.930292055985486,0,1,-0.8916850085595501,0.8916850085595501,1.9841994924387067,1.1065963371558343,-0.8776031552828725,0.8776031552828725,1,positive,positive,0,1,0
2018-06-20,0.5,0.4,0.5,5,3401.T,4598,0.0100043497172683,0.0065245759025663,0.003479773814702,1991182020630.0,28.319749558544604,2025.0,2027.0,1991.0,2022.0,1599.6767578125,1381400.0,0.0014858875077006,0.0131582825330158,0.0099907023311856,0.0116808146972417,0.0099907023311856,-4.606100385370863,0,1,-0.496520226185298,0.496520226185298,0.8680038456546284,0.2270823228591461,-0.6409215227954823,0.6409215227954823,1,positive,neutral,0,0,1
2018-06-20,0.5,0.5,0.5,3,4507.T,2420,0.0099173553719008,0.0033057851239669,0.0066115702479338,676639389955.0,27.24040430909032,1898.0,1927.0,1890.0,1927.0,1660.3909912109375,4394700.0,0.0190376520136783,0.015265272705566,0.0129990330202256,0.0151970519515837,0.0129990330202256,-4.342880307346727,0,1,-0.4933884297520662,0.4933884297520662,0.8680038456546284,0.7967482750769012,-0.07125557057772725,0.07125557057772725,1,positive,positive,0,1,0
2018-06-20,0.8,0.625,0.5,4,4523.T,3966,0.0138678769541099,0.0075642965204236,0.0063035804336863,2422655823000.0,28.515885501862492,8025.0,8175.0,8013.0,8169.0,6828.67822265625,792800.0,0.0230433102016309,0.0179944502758395,0.0153766670635146,0.023532045854324,0.0153766670635146,-4.1749040442720675,0,1,-0.7936964195663138,0.7936964195663138,1.7051505807426872,0.7407256968068259,-0.9644248839358613,0.9644248839358613,1,positive,positive,0,1,0
2018-06-20,0.5,0.5,0.5,4,4902.T,3755,0.0117177097203728,0.0047936085219707,0.0069241011984021,557183872000.0,27.046161133709536,1041.0,1049.0,1022.0,1048.0,840.9791259765625,2101700.0,0.0067242559677114,0.0155666919142387,0.0141710573081389,0.0146140432648688,0.0141710573081389,-4.256553612104189,0,1,-0.4930758988015979,0.4930758988015979,0.8680038456546284,0.8535968746879303,-0.014406970966698074,0.014406970966698074,1,positive,positive,0,1,0
2018-06-20,0.5,0.3846153846153846,0.5,13,6098.T,12469,0.0144358007859491,0.0085812815783142,0.0058545192076349,188358398568.0,25.96161236031068,3119.0,3138.0,3087.0,3132.0,3011.020263671875,2987700.0,0.0142485804545078,0.0174127080587871,0.0198887187455911,0.0195664642808249,0.0198887187455911,-3.9176026052051434,0,1,-0.4941454807923651,0.4941454807923651,0.8680038456546284,0.659042580935,-0.2089612647196284,0.2089612647196284,1,positive,positive,0,1,0
2018-06-20,0.5,0.5,0.5,5,6645.T,4351,0.0103424500114916,0.0029878188922086,0.0073546311192829,1224182190000.0,27.833294136981127,5350.0,5400.0,5240.0,5390.0,4809.1064453125,829300.0,0.0018584486683661,0.0118298376173632,0.0170583881472617,0.018534875278337,0.0170583881472617,-4.071113222785436,0,1,-0.4926453688807171,0.4926453688807171,0.8680038456546284,0.9319091924153334,0.06390534676070503,0.06390534676070503,1,positive,positive,0,1,0
2018-06-20,0.5,0.5,0.5,3,6902.T,2810,0.0149466192170818,0.0074733096085409,0.0074733096085409,1216478944000.0,27.82698169034777,1359.5,1379.0,1351.75,1376.0,1129.557861328125,8145200.0,0.0115787814315333,0.0197603597834001,0.0167990533799432,0.0158167194022824,0.0167990533799432,-4.086432740592396,0,1,-0.4925266903914591,0.4925266903914591,0.8680038456546284,0.9534965133131853,0.0854926676585569,0.0854926676585569,1,positive,positive,0,1,0
